Name,Rarity,Category,Subcategory,Level,Price,Bulk
Thunderbird Tuft (Major),Common,Consumables,Spell Catalysts,13,500 gp,L
Explosive Ammunition (Greater),Common,Consumables,Magical Ammunition,13,520 gp,
Force Tiles,Common,Consumables,Spell Catalysts,13,525 gp,L
Mending Lattice,Uncommon,Consumables,Talismans,13,525 gp,
Purple Worm Repellent,Uncommon,Alchemical Items,Alchemical Tools,13,550 gp,L
Singularity Ammunition,Uncommon,Consumables,Magical Ammunition,13,550 gp,
7th-Level Scroll,Common,Consumables,Scrolls,13,600 gp,L
Ablative Armor Plating (Major),Uncommon,Consumables,Gadgets,13,600 gp,1
Ablative Shield Plating (Major),Uncommon,Consumables,Gadgets,13,600 gp,1
Djezet Dose,Rare,Consumables,Other Consumables,13,600 gp,L
Elixir of Life (Greater),Common,Alchemical Items,Alchemical Elixirs,13,600 gp,L
Spellstrike Ammunition (Type VI),Common,Consumables,Magical Ammunition,13,600 gp,
Time Shield Potion,Common,Consumables,Potions,13,600 gp,L
False Witness (Honorable),Uncommon,Services,Secret Society Membership Services,13,1500 gp,
Necklace of Fireballs V,Common,Worn Items,Other Worn Items,13,1600 gp,
Tentacle Cannon (Greater),Uncommon,Weapons,Beast Guns,13,2000 gp,2
Aeon Stone (Pale Lavender Ellipsoid),Uncommon,Worn Items,Other Worn Items,13,2200 gp,
Aeon Stone (Rainbow Prism),Uncommon,Worn Items,Other Worn Items,13,2200 gp,
Blightburn Ward,Uncommon,Worn Items,Other Worn Items,13,2300 gp,
Bag of Holding (Type IV),Common,Held Items,,13,2400 gp,1
Sovereign Steel Armor (Standard-Grade),Rare,Armor,Precious Material Armor,13,2400 gp (+240 gp per Buk),
Slates of Distant Letters,Common,Held Items,,13,2450 gp,L
Celestial Armor,Common,Armor,Specific Magic Armor,13,2500 gp,1
Demon Armor,Common,Armor,Specific Magic Armor,13,2500 gp,4
Elven Chain (Standard-Grade),Uncommon,Armor,Precious Material Armor,13,2500 gp,L
Forgotten Shell,Rare,Armor,Specific Magic Armor,13,2500 gp,4
Harmonic Hauberk,Uncommon,Armor,Specific Magic Armor,13,2500 gp,1
Ivory Baton,Rare,Held Items,,13,2500 gp,1
Skarja's Heartstone,Uncommon,Worn Items,Other Worn Items,13,2500 gp ((1000 gp when nonmagical)),
Stanching (Major),Uncommon,Runes,Armor Property Runes,13,2500 gp,
Winged,Common,Runes,Armor Property Runes,13,2500 gp,
Wizard's Tower,Uncommon,Structures,,13,2500 gp,when not activated
Wovenwood Shield (Greater),Uncommon,Shields,Specific Shields,13,2550 gp,1
Mail of Luck,Common,Armor,Specific Magic Armor,13,2600 gp,3
Dancing,Uncommon,Runes,Weapon Property Runes,13,2700 gp,
Eye of Fortune,Common,Worn Items,Other Worn Items,13,2700 gp,
Ring of the Ram (Greater),Common,Worn Items,Other Worn Items,13,2700 gp,
Spell-Bastion,Uncommon,Runes,Accessory Runes,13,2700 gp,
Spell-Storing,Uncommon,Runes,Weapon Property Runes,13,2700 gp,
Wondrous Figurine (Marble Elephant),Common,Held Items,,13,2700 gp,L
Dwarven Thrower,Common,Weapons,Specific Magic Weapons,13,2750 gp,1
Homeward Wayfinder,Uncommon,Worn Items,Other Worn Items,13,2750 gp,
Horned Hand Rests (Greater),Common,Worn Items,Companion Items,13,2750 gp,1
Invisible Chain Shirt,Common,Armor,Specific Magic Armor,13,2750 gp,1
Paired (Major),Uncommon,Runes,Accessory Runes,13,2750 gp,
Anchor Spear,Uncommon,Weapons,Specific Magic Weapons,13,2800 gp,1
Ankylostar,Uncommon,Weapons,Specific Magic Weapons,13,2800 gp,1
Bloodbane (Greater),Uncommon,Runes,Weapon Property Runes,13,2800 gp,
Bomber's Saddle,Uncommon,Worn Items,Companion Items,13,2800 gp,2
Flame Tongue,Common,Weapons,Specific Magic Weapons,13,2800 gp,1
Noxious Jerkin,Rare,Armor,Specific Magic Armor,13,2800 gp,L
Knapsack of Halflingkind (Greater),Uncommon,Worn Items,Other Worn Items,13,2850 gp,L
Blade of Four Energies,Common,Weapons,Specific Magic Weapons,13,3000 gp,L
Boots of Speed,Common,Worn Items,Other Worn Items,13,3000 gp,L
Broken Tusk Pendant (Greater),Rare,Worn Items,Other Worn Items,13,3000 gp,
Communication Pendants,Rare,Worn Items,Other Worn Items,13,3000 gp,L
Cube of Force,Rare,Held Items,,13,3000 gp,
Extending (Greater),Common,Runes,Weapon Property Runes,13,3000 gp,
Hellfire Boots,Common,Worn Items,Other Worn Items,13,3000 gp,1
Horn of the Sun Aurochs,Rare,Held Items,,13,3000 gp,L
Keen,Uncommon,Runes,Weapon Property Runes,13,3000 gp,
Knight Captain's Lance,Uncommon,Weapons,Specific Magic Weapons,13,3000 gp,2
Magic Wand (6th-Level Spell),Common,Wands,Magic Wands,13,3000 gp,L
Medusa's Scream,Common,Shields,Specific Shields,13,3000 gp,1
Pistol of Wonder,Rare,Weapons,Specific Magic Weapons,13,3000 gp,L
Psychic Brigandine,Uncommon,Armor,Specific Magic Armor,13,3000 gp,2
Rock-Braced,Rare,Runes,Armor Property Runes,13,3000 gp,
Sandstorm Top,Rare,Held Items,,13,3000 gp,L
Scope of Truth,Common,Customizations,Scopes,13,3000 gp,L
Screech Shooter (Greater),Uncommon,Weapons,Beast Guns,13,3000 gp,2
Sonic Tuning Mace (Greater),Common,Weapons,Specific Magic Weapons,13,3000 gp,L
Sturdy Shield (Greater),Common,Shields,Specific Shields,13,3000 gp,1
Vampiric Scythe,Uncommon,Weapons,Specific Magic Weapons,13,3000 gp,2
Wand of Continuation (5th-Level Spell),Common,Wands,Specialty Wands,13,3000 gp,L
Wand of Manifold Missiles (5th-Level Spell),Common,Wands,Specialty Wands,13,3000 gp,L
Wand of Overflowing Life (5th-Level Spell),Common,Wands,Specialty Wands,13,3000 gp,L
Wand of Thundering Echoes (5th-Level),Uncommon,Wands,Specialty Wands,13,3000 gp,L
Alchemical Springald,Uncommon,Siege Weapons,,13,6000 gp,
Steelheart 21,Rare,Siege Weapons,,13,6000 gp,
Sky Chariot Heavy,Uncommon,Vehicles,,13,9000 gp,
Bag of Devouring Type III,Rare,Cursed Items,,13,,1
Duchy Defender,Rare,Intelligent Items,,13,,1
Horn of the Aoyin,Rare,Cursed Items,,13,,1
Poisonous Cloak Type III,Rare,Cursed Items,,13,,L
Addiction Suppressant (Major),Rare,Alchemical Items,Alchemical Elixirs,14,500 gp,L
Moderate Swapping Stone,Uncommon,Consumables,Other Consumables,14,600 gp,
Brewer's Regret (Greater),Uncommon,Alchemical Items,Alchemical Tools,14,625 gp,L
Death Knell Powder,Uncommon,Alchemical Items,Alchemical Poisons,14,625 gp,L
Winterstep Elixir (Greater),Uncommon,Alchemical Items,Alchemical Elixirs,14,640 gp,L
Impact Foam Chassis (Major),Uncommon,Consumables,Gadgets,14,650 gp,L
Liar's Demise,Uncommon,Alchemical Items,Alchemical Poisons,14,650 gp,L
Antidote (Major),Common,Alchemical Items,Alchemical Elixirs,14,675 gp,L
Antiplague (Major),Common,Alchemical Items,Alchemical Elixirs,14,675 gp,L
Bomber's Eye Elixir (Greater),Common,Alchemical Items,Alchemical Elixirs,14,700 gp,L
Chopping Evisceration Snare,Uncommon,Snares,,14,700 gp,
Grinning Pugwampi,Uncommon,Consumables,Talismans,14,700 gp,
Red-Rib Gill Mask (Greater),Rare,Worn Items,Other Worn Items,14,700 gp,L
Rending Snare,Uncommon,Snares,,14,700 gp,
Shrapnel Snare,Uncommon,Snares,,14,700 gp,
Feyfoul (Greater),Rare,Alchemical Items,Alchemical Tools,14,750 gp,L
Malleable Mixture (Greater),Uncommon,Alchemical Items,Alchemical Elixirs,14,750 gp,L
Noxious Incense (Greater),Common,Consumables,Spell Catalysts,14,750 gp,L
Starshot Arrow (Greater),Rare,Consumables,Magical Ammunition,14,800 gp,
Potion of Resistance (Greater),Common,Consumables,Potions,14,850 gp,L
Viper's Fang,Common,Consumables,Talismans,14,850 gp,
Dazing Coil,Common,Consumables,Talismans,14,900 gp,
Defiled Costa,Rare,Consumables,Spell Catalysts,14,900 gp,L
Dreaming Round,Uncommon,Consumables,Magical Ammunition,14,900 gp,
Engulfing Snare,Common,Snares,,14,900 gp,
Ghost Ammunition,Common,Consumables,Magical Ammunition,14,900 gp,
Iron Cudgel,Common,Consumables,Talismans,14,900 gp,
Ruby String,Rare,Consumables,Other Consumables,14,900 gp,
Unsullied Blood (Major),Uncommon,Consumables,Spell Catalysts,14,900 gp,L
Vapor Sphere,Common,Consumables,Talismans,14,900 gp,
Resilient (Greater),Common,Runes,Fundamental Armor Runes,14,3440 gp,
Midday Lantern (Greater),Uncommon,Held Items,,14,3700 gp,L
Twilight Lantern (Greater),Uncommon,Held Items,,14,3700 gp,L
Sealing Chest (Major),Uncommon,Held Items,,14,3750 gp,L
Soaring,Common,Runes,Armor Property Runes,14,3750 gp,
Crystal Ball (Clear Quartz),Uncommon,Held Items,,14,3800 gp,L
Primeval Mistletoe (Greater),Common,Held Items,,14,3900 gp,
Bracers of Armor II,Common,Worn Items,Other Worn Items,14,4000 gp,L
Deepdread Claw,Rare,Weapons,Specific Magic Weapons,14,4000 gp,1
Endless Grimoire (Major),Common,Grimoires,,14,4000 gp,L
Exploration Lens (Searching),Uncommon,Held Items,,14,4000 gp,
Eye of the Unseen (Greater),Common,Assistive Items,,14,4000 gp,L
Glaive of the Artist,Uncommon,Weapons,Specific Magic Weapons,14,4000 gp,2
Pactmaster's Grace,Uncommon,Worn Items,Other Worn Items,14,4000 gp,
Poisoner's Staff (Major),Uncommon,Staves,,14,4000 gp,1
Staff of Abjuration (Major),Common,Staves,,14,4000 gp,1
Staff of Conjuration (Major),Common,Staves,,14,4000 gp,1
Staff of Divination (Major),Common,Staves,,14,4000 gp,1
Staff of Enchantment (Major),Uncommon,Staves,,14,4000 gp,1
Staff of Evocation (Major),Common,Staves,,14,4000 gp,1
Staff of Illusion (Major),Common,Staves,,14,4000 gp,1
Staff of Nature's Vengeance (Greater),Common,Staves,,14,4000 gp,1
Staff of Necromancy (Major),Common,Staves,,14,4000 gp,1
Staff of Transmutation (Major),Common,Staves,,14,4000 gp,1
Storm Flash,Common,Weapons,Specific Magic Weapons,14,4000 gp,1
Staff of Providence (Major),Common,Staves,,14,4100 gp,1
Memory Palace,Uncommon,Structures,,14,4200 gp,when not activated
Boots of Bounding (Greater),Common,Worn Items,Other Worn Items,14,4250 gp,L
Horseshoes of Speed (Greater),Common,Worn Items,Companion Items,14,4250 gp,1
Wind-Catcher (Greater),Uncommon,Runes,Accessory Runes,14,4250 gp,
Disrupting (Greater),Uncommon,Runes,Weapon Property Runes,14,4300 gp,
Rod of Negation,Common,Held Items,,14,4300 gp,1
Hardened Harrow Deck,Rare,Weapons,Specific Magic Weapons,14,4350 gp,L
Ouroboros Flail,Common,Weapons,Specific Magic Weapons,14,4400 gp,2
Ring of Energy Resistance (Major),Common,Worn Items,Other Worn Items,14,4400 gp,
Storm Chair,Rare,Assistive Items,Mobility Devices,14,4400 gp,3
Breath Blaster (Greater),Uncommon,Weapons,Beast Guns,14,4500 gp,2
Brilliant Rapier,Uncommon,Weapons,Specific Magic Weapons,14,4500 gp,L
Deflecting Branch,Uncommon,Weapons,Specific Magic Weapons,14,4500 gp,2
Dragon's Breath (6th-Level Spell),Uncommon,Runes,Accessory Runes,14,4500 gp,
Glorious Plate,Rare,Armor,Specific Magic Armor,14,4500 gp,4
Holy Avenger,Uncommon,Weapons,Specific Magic Weapons,14,4500 gp,1
Magic Armor (+2 Greater Resilient),Common,Armor,Basic Magic Armor,14,4500 gp,
Ring of Wizardry (Type IV),Uncommon,Worn Items,Other Worn Items,14,4500 gp,
Singing Shortbow,Common,Weapons,Specific Magic Weapons,14,4500 gp,1
Skyrider Sword,Uncommon,Weapons,Specific Magic Weapons,14,4500 gp,1
Wand of Crackling Lightning (6th-Level Spell),Common,Wands,Specialty Wands,14,4500 gp,L
Wand of Noisome Acid (6th-Level Spell),Uncommon,Wands,Specialty Wands,14,4500 gp,L
Wand of Teeming Ghosts (6th-Level Spell),Uncommon,Wands,Specialty Wands,14,4500 gp,L
Wand of Widening (6th-Level Spell),Common,Wands,Specialty Wands,14,4500 gp,L
Wand of the Snowfields (5th-Level Spell),Common,Wands,Specialty Wands,14,4500 gp,L
Undead Compendium,Uncommon,Held Items,,14,6300 gp,L
Steam Giant,Rare,Vehicles,,14,12500 gp,
Ambling Surveyor,Rare,Vehicles,,14,13000 gp,
Medusa Armor,Rare,Cursed Items,,14,,3
Bravo's Brew (Greater),Common,Alchemical Items,Alchemical Elixirs,15,700 gp,L
Sea Touch Elixir (Greater),Common,Alchemical Items,Alchemical Elixirs,15,920 gp,L
Stone Body Mutagen (Greater),Uncommon,Alchemical Items,Alchemical Elixirs,15,920 gp,L
Dragon Bile,Common,Alchemical Items,Alchemical Poisons,15,925 gp,L
Mindfog Mist,Common,Alchemical Items,Alchemical Poisons,15,1000 gp,L
Potion of Flying (Greater),Common,Consumables,Potions,15,1000 gp,L
Azure Worm Repellent,Uncommon,Alchemical Items,Alchemical Tools,15,1100 gp,L
Lifeblight Residue,Uncommon,Alchemical Items,Alchemical Poisons,15,1100 gp,L
Big Rock Bullet (Major),Uncommon,Consumables,Magical Ammunition,15,1150 gp,
Firestarter Pellets (Major),Common,Consumables,Spell Catalysts,15,1200 gp,L
Garrote Bolt,Uncommon,Consumables,Magical Ammunition,15,1200 gp,
Indomitable Keepsake (Major),Common,Consumables,Talismans,15,1200 gp,
Obfuscation Oil,Common,Consumables,Oils,15,1200 gp,L
Transposition Ammunition (Greater),Uncommon,Consumables,Magical Ammunition,15,1250 gp,
8th-Level Scroll,Common,Consumables,Scrolls,15,1300 gp,L
Cold Comfort (Greater),Uncommon,Alchemical Items,Alchemical Tools,15,1300 gp,L
Disintegration Bolt,Uncommon,Consumables,Magical Ammunition,15,1300 gp,
Elixir of Life (Major),Common,Alchemical Items,Alchemical Elixirs,15,1300 gp,L
Potion of Annulment (Moderate),Rare,Consumables,Potions,15,1300 gp,L
Rod of Razors,Rare,High-Tech,,15,1300 gp,2
Spellstrike Ammunition (Type VII),Common,Consumables,Magical Ammunition,15,1300 gp,
Stone Bullet,Common,Consumables,Magical Ammunition,15,1300 gp,
Demilich Eye Gem,Rare,Held Items,,15,3000 gp (can't be crafted),
Necklace of Fireballs VI,Common,Worn Items,Other Worn Items,15,4200 gp,
Cold Iron Object (High-Grade),Common,Materials,,15,4500 gp (per Bulk),
Silver Object (High-Grade),Common,Materials,,15,4500 gp (per Bulk),
Cold Iron Buckler (High-Grade),Common,Shields,Precious Material Shields,15,5000 gp,L
Inubrix Buckler (High-Grade),Rare,Shields,Precious Material Shields,15,5000 gp,L
Silver Buckler (High-Grade),Common,Shields,Precious Material Shields,15,5000 gp,L
Heedless Spurs,Rare,Worn Items,Other Worn Items,15,5200 gp,L
Cold Iron Shield (High-Grade),Common,Shields,Precious Material Shields,15,5500 gp,1
Darkvision Scope (Greater),Common,Customizations,Scopes,15,5500 gp,L
Inubrix Shield (High-Grade),Rare,Shields,Precious Material Shields,15,5500 gp,1
Silver Shield (High-Grade),Common,Shields,Precious Material Shields,15,5500 gp,1
Staff-Storing Shield (Major),Common,Shields,Specific Shields,15,5500 gp,1
True Name Amulet (Greater),Rare,Worn Items,Other Worn Items,15,5500 gp,
Victory Plate (Greater),Uncommon,Armor,Specific Magic Armor,15,5500 gp,4
Radiant Lance,Uncommon,Weapons,Specific Magic Weapons,15,5750 gp,2
Dragonscale Amulet,Rare,Worn Items,Other Worn Items,15,5800 gp,
Arctic Vigor (Greater),Uncommon,Tattoos,,15,6000 gp,
Busine of Divine Reinforcement,Uncommon,Held Items,,15,6000 gp,1
Energy-Absorbing (Greater),Rare,Runes,Armor Property Runes,15,6000 gp,
Fanged (Major),Uncommon,Runes,Weapon Property Runes,15,6000 gp,
Folding Boat (Greater),Uncommon,Held Items,,15,6000 gp,1
Giant-Killing (Greater),Rare,Runes,Weapon Property Runes,15,6000 gp,
Reforging Shield,Rare,Shields,Specific Shields,15,6000 gp,1
Silkspinner's Shield,Uncommon,Shields,Specific Shields,15,6000 gp,L
Songbird's Brush,Rare,Weapons,Specific Magic Weapons,15,6000 gp,2
Steamflight Pack,Rare,Adventuring Gear,,15,6000 gp,2
Wondrous Figurine (Obsidian Steed),Uncommon,Held Items,,15,6000 gp,L
Wraithweave Patch (Type III),Rare,Held Items,,15,6000 gp,L
Aeon Stone (Mottled Ellipsoid),Uncommon,Worn Items,Other Worn Items,15,6100 gp,
Stampede Medallion (Greater),Common,Worn Items,Eidolon Items,15,6200 gp,L
Blade of the Rabbit Prince,Rare,Weapons,Specific Magic Weapons,15,6250 gp,1
Buzzsaw Axe (Greater),Common,Weapons,Specific Magic Weapons,15,6250 gp,1
Whistle of Calling,Uncommon,Held Items,,15,6300 gp,
Antimagic,Uncommon,Runes,Armor Property Runes,15,6500 gp,
Blade of the Black Sovereign,Unique,Weapons,Specific Magic Weapons,15,6500 gp,2
Corrosive (Greater),Common,Runes,Weapon Property Runes,15,6500 gp,
Earthglide Cloak,Common,Worn Items,Other Worn Items,15,6500 gp,
Etheric Essence Disruptor (Major),Uncommon,Consumables,Gadgets,15,6500 gp,1
Flaming (Greater),Common,Runes,Weapon Property Runes,15,6500 gp,
Frost (Greater),Common,Runes,Weapon Property Runes,15,6500 gp,
Godsbreath Bow,Rare,Weapons,Specific Magic Weapons,15,6500 gp,1
Golden Blade of Mzali,Rare,Weapons,Specific Magic Weapons,15,6500 gp,1
Lini's Leafstick,Unique,Staves,,15,6500 gp,1
Magic Wand (7th-Level Spell),Common,Wands,Magic Wands,15,6500 gp,L
Material Essence Disruptor (Major),Uncommon,Consumables,Gadgets,15,6500 gp,1
Mindrender Baton,Rare,High-Tech,,15,6500 gp,1
Petrification Cannon,Uncommon,Weapons,Beast Guns,15,6500 gp,2
Plate Armor of the Deep,Uncommon,Armor,Specific Magic Armor,15,6500 gp,4
Robe of the Archmagi,Uncommon,Worn Items,Other Worn Items,15,6500 gp,1
Shock (Greater),Common,Runes,Weapon Property Runes,15,6500 gp,
Spider Gun (Major),Uncommon,Weapons,Beast Guns,15,6500 gp,2
Staff of Nature's Cunning (Major),Common,Staves,,15,6500 gp,1
Thundering (Greater),Common,Runes,Weapon Property Runes,15,6500 gp,
Wand of Continuation (6th-Level Spell),Common,Wands,Specialty Wands,15,6500 gp,L
Wand of Overflowing Life (6th-Level Spell),Common,Wands,Specialty Wands,15,6500 gp,L
Wand of Spiritual Warfare (6th-Level),Uncommon,Wands,Specialty Wands,15,6500 gp,L
Wand of Thundering Echoes (6th-Level),Uncommon,Wands,Specialty Wands,15,6500 gp,L
Crystal Ball (Selenite),Uncommon,Held Items,,15,7000 gp,L
Fungal Armor,Rare,Armor,Specific Magic Armor,15,7200 gp,1
Ancestral Echoing,Rare,Runes,Weapon Property Runes,15,9500 gp,
Alkenstar Cannon,Rare,Siege Weapons,,15,12000 gp,
Sand Racer,Uncommon,Vehicles,,15,18500 gp,
Titanic Stomper,Rare,Vehicles,,15,19000 gp,
Animate Dreamer,Rare,Intelligent Items,,15,,2
Book of Lost Days,Unique,Cursed Items,,15,,1
Hyldarf's Fang,Unique,Weapons,Specific Magic Weapons,15,,1
Infernal Health,Rare,Contracts,Thrune Contracts,15,,
Mountebank's Passage,Unique,Weapons,Specific Magic Weapons,15,,1
Necklace of Strangulation,Rare,Cursed Items,,15,,L
Oculus of Abaddon,Rare,Artifacts,,15,,
Vermin Repellent Agent (Major),Uncommon,Alchemical Items,Alchemical Tools,16,1350 gp,L
Nightmare Vapor,Common,Alchemical Items,Alchemical Poisons,16,1400 gp,L
Oil of Object Animation (Greater),Uncommon,Consumables,Oils,16,1400 gp,
Salamander Elixir (Greater),Common,Alchemical Items,Alchemical Elixirs,16,1400 gp,L
Weeping Midnight,Uncommon,Alchemical Items,Alchemical Poisons,16,1400 gp,L
Winter Wolf Elixir (Greater),Common,Alchemical Items,Alchemical Elixirs,16,1400 gp,L
Cerulean Scourge,Common,Alchemical Items,Alchemical Poisons,16,1450 gp,L
Brimstone Fumes,Common,Alchemical Items,Alchemical Poisons,16,1500 gp,L
Camp Shroud (Major),Uncommon,Consumables,Other Consumables,16,1500 gp,
Dust of Corpse Animation (Greater),Uncommon,Consumables,Other Consumables,16,1500 gp,
Flare Beacon (Major),Uncommon,Consumables,Gadgets,16,1500 gp,L
Frenzy Oil,Uncommon,Alchemical Items,Alchemical Poisons,16,1500 gp,L
Hail of Arrows Snare,Common,Snares,,16,1500 gp,
Omnidirectional Spear Snare,Common,Snares,,16,1500 gp,
Truesight Potion,Common,Consumables,Potions,16,1500 gp,L
Sniper's Bead (Major),Common,Consumables,Talismans,16,1600 gp,
Repulsion Resin,Uncommon,Alchemical Items,Alchemical Poisons,16,1650 gp,L
Cold Iron Blanch (Greater),Uncommon,Alchemical Items,Alchemical Tools,16,1700 gp,L
Flame Navette,Common,Consumables,Talismans,16,1800 gp,
Ghost Dust,Common,Consumables,Talismans,16,1800 gp,
Potion of Stable Form (Greater),Common,Consumables,Potions,16,1800 gp,L
Tusk and Fang Chain,Uncommon,Consumables,Talismans,16,1800 gp,
Stormbreaker Fulu,Uncommon,Consumables,Fulu,16,1900 gp,
Apricot of Bestial Might,Uncommon,Alchemical Items,Alchemical Elixirs,16,2000 gp,L
Candle of Invocation,Uncommon,Consumables,Other Consumables,16,2000 gp,
Eagle-Eye Elixir (Major),Common,Alchemical Items,Alchemical Elixirs,16,2000 gp,L
Golden-Cased Bullet (Major),Uncommon,Consumables,Magical Ammunition,16,2000 gp,
Magnetic Suit (Major),Common,Consumables,Gadgets,16,2000 gp,1
Sisterstone Object (High-Grade),Rare,Materials,,16,5500 gp (per Bulk),
Adamantine Object (High-Grade),Uncommon,Materials,,16,6000 gp (per Bulk),
Darkwood Object (High-Grade),Uncommon,Materials,,16,6000 gp (per Bulk),
Dragonhide Object (High-Grade),Uncommon,Materials,,16,6000 gp (per Bulk),
Mithral Object (High-Grade),Uncommon,Materials,,16,6000 gp (per Bulk),
Siccatite Object (High-Grade),Rare,Materials,,16,6000 gp (per Bulk),
Waffle Iron (High-Grade Mithral),Uncommon,Adventuring Gear,,16,6005 gp,1
Inubrix Object (High-Grade),Rare,Materials,,16,6500 gp (per Bulk),
Djezet Alloy Object (High-Grade),Rare,Materials,,16,7000 gp (per Bulk),
Noqual Object (High-Grade),Rare,Materials,,16,7000 gp (per Bulk),
Abysium Object (High-Grade),Rare,Materials,,16,7500 gp (per Bulk),
Crystal Ball (Moonstone),Uncommon,Held Items,,16,7500 gp,L
Peachwood Object (High-Grade),Uncommon,Materials,,16,7500 gp (per Bulk),
Abysium Buckler (High-Grade),Rare,Shields,Precious Material Shields,16,8000 gp,L
Adamantine Buckler (High-Grade),Uncommon,Shields,Precious Material Shields,16,8000 gp,L
Alluring Scarf (Major),Uncommon,Held Items,,16,8000 gp,
Darkwood Buckler (High-Grade),Uncommon,Shields,Precious Material Shields,16,8000 gp,L
Djezet Buckler (High-Grade),Rare,Shields,Precious Material Shields,16,8000 gp,L
Dragonhide Buckler (High-Grade),Uncommon,Shields,Precious Material Shields,16,8000 gp,L
Grimoire of Unknown Necessities,Unique,Grimoires,,16,8000 gp,L
Mithral Buckler (High-Grade),Uncommon,Shields,Precious Material Shields,16,8000 gp,L
Nethysian Bulwark,Uncommon,Shields,Specific Shields,16,8000 gp,1
Siccatite Buckler (High-Grade),Rare,Shields,Precious Material Shields,16,8000 gp,1
Bloodthirsty,Uncommon,Runes,Weapon Property Runes,16,8500 gp,
Talisman Cord (Greater),Uncommon,Worn Items,Other Worn Items,16,8500 gp,
Wovenwood Shield (Major),Uncommon,Shields,Specific Shields,16,8500 gp,1
Abysium Shield (High-Grade),Rare,Shields,Precious Material Shields,16,8800 gp,1
Adamantine Shield (High-Grade),Uncommon,Shields,Precious Material Shields,16,8800 gp,1
Darkwood Shield (High-Grade),Uncommon,Shields,Precious Material Shields,16,8800 gp,L
Djezet Shield (High-Grade),Rare,Shields,Precious Material Shields,16,8800 gp,1
Dragonhide Shield (High-Grade),Uncommon,Shields,Precious Material Shields,16,8800 gp,1
Mithral Shield (High-Grade),Uncommon,Shields,Precious Material Shields,16,8800 gp,L
Siccatite Shield (High-Grade),Rare,Shields,Precious Material Shields,16,8800 gp,2
Weapon Potency (+3),Common,Runes,Fundamental Weapon Runes,16,8935 gp,
Armor of the Holy Warrior,Rare,Armor,Specific Magic Armor,16,9000 gp,3
Cold Iron Weapon (High-Grade),Common,Weapons,Precious Material Weapons,16,9000 gp (+900 gp per Bulk),
Floating Shield (Greater),Uncommon,Shields,Specific Shields,16,9000 gp,L
Medusa's Scream (Greater),Common,Shields,Specific Shields,16,9000 gp,1
Silver Weapon (High-Grade),Common,Weapons,Precious Material Weapons,16,9000 gp (+900 gp per Bulk),
Slick (Major),Common,Runes,Armor Property Runes,16,9000 gp,
Staff of Final Rest (Major),Uncommon,Staves,,16,9000 gp,1
Staff of Healing (True),Common,Staves,,16,9200 gp,1
Instant Fortress,Uncommon,Structures,,16,9300 gp,L
Dinosaur Boots (Greater),Uncommon,Worn Items,Other Worn Items,16,9500 gp,1
Miogimo's Mask,Unique,Worn Items,Other Worn Items,16,9500 gp,L
Staff of the Black Desert (Greater),Uncommon,Staves,,16,9500 gp,1
Aeon Stone (Orange Prism),Uncommon,Worn Items,Other Worn Items,16,9750 gp,
Aeon  Stone (Amber Sphere),Uncommon,Worn Items,Other Worn Items,16,9800 gp,
Crown of the Fire Eater (Major),Uncommon,Worn Items,Other Worn Items,16,10000 gp,L
Dragon's Breath (7th-Level Spell),Uncommon,Runes,Accessory Runes,16,10000 gp,
Dragonplate,Uncommon,Armor,Specific Magic Armor,16,10000 gp,4
Frost Brand,Common,Weapons,Specific Magic Weapons,16,10000 gp,2
Guiding Chisel,Unique,Held Items,,16,10000 gp,1
Handwraps of Mighty Blows (+3 Greater Striking),Common,Worn Items,Other Worn Items,16,10000 gp,
Headbands of Translocation,Uncommon,Worn Items,Other Worn Items,16,10000 gp,
Magic Weapon (+3 Greater Striking),Common,Weapons,Basic Magic Weapons,16,10000 gp,
Mountain to the Sky,Unique,Structures,,16,10000 gp,
Pocket Gala,Uncommon,Structures,,16,10000 gp,L when not activated
Speed,Rare,Runes,Weapon Property Runes,16,10000 gp,
Staff of Impossible Visions (Major),Uncommon,Staves,,16,10000 gp,1
Staff of Power,Rare,Staves,,16,10000 gp,1
Staff of the Desert Winds (Major),Common,Staves,,16,10000 gp,1
Sturdy Shield (Major),Common,Shields,Specific Shields,16,10000 gp,1
Wand of Slaying (7th-Level Spell),Common,Wands,Specialty Wands,16,10000 gp,L
Wand of Smoldering Fireballs (7th-Level Spell),Common,Wands,Specialty Wands,16,10000 gp,L
Wand of Teeming Ghosts (7th-Level Spell),Uncommon,Wands,Specialty Wands,16,10000 gp,L
Wand of Widening (7th-Level Spell),Common,Wands,Specialty Wands,16,10000 gp,L
Darkwood Tower Shield (High-Grade),Uncommon,Shields,Precious Material Shields,16,11200 gp,3
Battery Tower,Rare,Vehicles,,16,30000 gp,
Clockwork Castle,Rare,Vehicles,,16,30000 gp,
Helepolis,Rare,Vehicles,,16,30000 gp,
Gift of the Poisoned Heart,Rare,Cursed Items,,16,,
Rowan Rifle,Unique,Weapons,Specific Magic Weapons,16,,2
Hemlock,Common,Alchemical Items,Alchemical Poisons,17,2250 gp,L
Awakened Metal Shot (Awakened Cold Iron Shot),Uncommon,Consumables,Magical Ammunition,17,2300 gp,
Awakened Metal Shot (Awakened Silver Shot),Uncommon,Consumables,Magical Ammunition,17,2300 gp,
Dispelling Sliver,Common,Consumables,Talismans,17,2400 gp,
